sentiment,text,label
positive,Best Specifications on this Price. I Loved it,2
positive,"The samsung m20 is exlant  in its performance. Durability of battery is also the best. But the charging time is more. Some time it takes 2and half hour and some time more than 5 hours.
Amaze please help me to solve issue. Otherwise I want to return it.  I am saying it after using more than five days.",2
negative,I researched almost a past 2 months and I came to know that this phone has some powerful processor... Which was highlighted features of Xiaomi.. Even i came to know about heating issues about this phone which was highlighted by reviewers on YouTube.. although this phone heats a lots .. without playing any single game because i am person who usually don't likes to play games on phones ..after a normal or light use this phone allows heating issue ..and infact at a certain point of time this phone also have lacking problem which is so disappointing for me ... Because the claims about terrific performance of this phone .. it heats upto 49°C while using camera in witer season and i think you guys have enough thinking skills to predict what will happen in summer season...,0
positive,Powerful phone at this price range with large battery that lasts whole day easily with moderate usage. Good quality cameras too. Happy with the deal.,2
neutral,"though the phone is heavily loaded but there are certain things which it lacks and is required by most of the common users. having a high camera setup the phone still gives you an ok image which when compared to other flag ships is way less quality wise. i felt for such high end phones 4000mah battery is less, though 7 pro gives you decent 1 and half day back up on normal usage but same back gets reduced to a day or less on extensive usage. last but the most important is the head phone jack,  i was expecting one plus would provide c to 3mm jack connector like they did in case of one plus 6 and 6t. strange thing is they don't have enough inventory of the same.",1
positive,"Fingerprint so good...Camera quality not so good as per 64 megapixel... battery life so good.It standby one day if you using  internet Whole day..No problem...This phone is very good as compared to other phone..I like mi...
I will buy mi upcoming note 9 pro.",2
positive,Vivo U10 very good phone,2
negative,.@Bipartisanism This was not at all talked about at the #GOPDebate http://t.co/4Wj0ZBZMqe,0
neutral,I bought it 3month ago...nice product...but hanging the product,1
negative,Repairing cost equal to selling price,0
neutral,Touch pad not working,1
positive,"Awesome smooth performance, superb camera and lighting fast speed, Xiaomi rocks again, i ♥️ Mi",2
neutral,Nice,1
positive,Excellent,2
positive,Very good mobile and exlent,2
neutral,ok satisfied,1
neutral,spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,1
positive,Super phone in this price,2
positive,"Overall the speed of the phone is good
Camera is good
Display and sound is also good.
But now I'm facing some issues with apps getting hang and sometimes the Instagram story resolutions go wrong like it stretches. And in Google maps it's showing wrong navigation.
omeonee report and help to fix this bugs.",2
negative,Phone display started malfunctioning within 15 days.,0
negative,Bed experience,0
positive,"Good product at this price. Design is good. Looks good, screen is too good and I can prefer to everyone use the Phone .thank you Samsung Galaxy M20",2
negative,Today only I was received mobile Redmi note 8pro there is lot of calls disturbance...even 2mins call alsoot of disturbance.. please check who ever received new mobile.. really bad experience after booking mobile awaiting to receive.  after that there is big..,0
positive,Phone is quite light keeping in mind it has a 4000mh battery which is quite good. The UI is so good and pleasing to use. Go for it if you are getting it for someone who only uses phone for Wattsapp and general use.,2
positive,"Good camera, good battery life , fingerprint very fast",2
positive,Good,2
positive,i looked all cute too!,2
positive,Super,2
positive,Good,2
positive,Camera good but processor low and battery low,2
positive,"Camera quality is not upto the mark, battery life is dawn good.",2
negative,"Android Setup keeps stopping. Error occurring everytime I try to start. It is highly disappointing to you know order the phone, wait for it to get it delivered and end up having it not even starting. All the hype that is created by marketing about One Plus seems to be absolutely fake. Very bad indeed.",0
neutral,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",1
positive,Processor is little poor.,2
neutral,I like fingerprints But battery life I think not too good.,1
neutral,"  Lets change this S0ulja B0y te|| em trending topic to, 'Soulja  Girl Told em'",1
neutral,"also, Lipton`s Sparkling Green Tea is gross",1
positive,Thanks,2
neutral,"Normal usage is Okey. But some heating problem detected when using internet service (Online shopping sites, some news apps).",1
negative,[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,0
positive,👌👌,2
positive,Thinkin` Twitter is interesting.,2
positive,"1.Very smooth device. The finger print scanner is very fast but after some days it becomes little bit slow.
2.Camera is superb
3.Battery life is decent.
4.After using it for 3 days I noticed some scratches.
5. Selfie camera is good.
6.One more problem I should mention that we cannot record videos in 64 megapixel.
7.Screen and the back panel is not anti finger print.I will recommend you to buy the White color because green color will have too many finger prints.
8. The buttons are of low quality.
9.  Again very very smooth.overall very good mobile it is a all-rounder.

DEFINITELY RECOMMENDED 👌👌👌👍👍👍👍👍👍👍👍👍😁",2
positive,Good product,2
neutral,Average.,1
positive,Gud products,2
